nconst,primaryName,knownForTitles
nm0004170,Bob Kane,"tt0372784,tt0468569,tt0096895,tt12361974"
nm0004171,Drew Wood,"tt0069739,tt0224883,tt0072993,tt0056751"
nm0004172,Drew Wood,"tt0158552,tt0115937,tt0292644,tt0247082"
nm0004173,Charlotte Fontijn,"tt0317919,tt0892318,tt0123095,tt0384766"
nm0004174,Frederick Howard,"tt0970416,tt0157503,tt0479537,tt0116922"
nm0004175,Jonathan Short,"tt0319061,tt0141098,tt0190590,tt0330793"
nm0004176,Lisa C. Satriano,"tt0158206,tt3501632,tt1270797,tt0145487"
nm0004177,Tiffany Smith,"tt0298814,tt1458175,tt1034032,tt0377062"
nm0004178,Jeff Wolfe,"tt14954666,tt0325980,tt0848228,tt0780504"
nm0004179,Helene Egelund,"tt0131674,tt0494216,tt1570091,tt0128007"
nm0004180,Dick Vosburgh,"tt0059985,tt0384771,tt1589785,tt0054530"
nm0004181,Ronald Shore,"tt1114256,tt1754457,tt0317640,tt0237199"
nm0004182,Frank Petzold,"tt0918940,tt0120201,tt0164052,tt0120591"
nm0004183,Tom P. Murphy,"tt0241793,tt0180451"
nm0004184,Robert Dassanowsky,"tt6342064,tt0481470,tt3754752,tt10468276"
nm0004185,Paul Roer,"tt0227005,tt0180093,tt0259484,tt0250081"
nm0004186,Peter Hanrahan,"tt0121946,tt1007810,tt0791055,tt0285751"
nm0004187,Casey Cannon,"tt5265790,tt0119654,tt0164052,tt0120201"
nm0004188,Rea Tajiri,"tt0285191,tt0108233,tt5825812,tt14650084"
nm0004189,Tamara Johnson,"tt1024715,tt2112307,tt8991296,tt2785032"
nm0004190,Glenn Dreher,"tt0239330,tt0184894,tt0118570,tt0268805"
nm0004191,Ricard Casals,"tt1454523,tt1649444,tt0104545,tt0102788"
nm0004192,Kenny Hotz,"tt0121955,tt0384746,tt0127388,tt1007028"
nm0004193,Debbie Rochon,"tt1937154,tt1401631,tt2274752,tt2551446"
nm0004194,Lyn Pinezich,"tt1291150,tt0407304,tt0993840,tt0949731"
nm0004195,Gabriel Figueroa,"tt0037981,tt0037054,tt0046129,tt0042804"
nm0004196,Verne Nobles,"tt0077099,tt0243609,tt0906763,tt0409811"
nm0004197,Vern Nobles Jr.,"tt1220634,tt1855325,tt2592614,tt0111257"
nm0004198,David Acord,"tt6334354,tt8111088,tt11271038,tt2527338"
nm0004199,Nicolas Amiache,"tt0330247,tt0363263,tt0441912,tt0225605"
nm0004200,John Ian Briody,"tt0186975,tt0142192,tt0155267,tt0132512"
nm0004201,Neil Cedar,"tt0240515,tt0115641,tt0473308,tt2149175"
nm0004202,Jean-Pierre Duret,"tt2737050,tt1827512,tt0092593,tt1270680"
nm0004203,Abi Feijó,"tt0121606,tt0108030,tt0298277,tt5573970"
nm0004204,Peter Freeman,"tt2708480,tt2934286,tt6475714,tt9814116"
nm0004205,John Frick,"tt1403865,tt0387808,tt0133751,tt1458175"
nm0004206,Goran Gajic,"tt4455788,tt9861884,tt0244627,tt0105946"
nm0004207,Giel van Geloven,"tt1634332,tt0808174,tt1129447,tt0239020"
nm0004208,Gabriel Guy,"tt2294629,tt2245084,tt0346156,tt2953050"
nm0004209,E.B. Hughes,"tt1476425,tt1496831,tt12386008,tt6745550"
nm0004210,Nicholas Korda,"tt0498380,tt0140352,tt0111280,tt0418689"
nm0004211,Nikolas Korda,"tt0918940,tt2015381,tt3896198,tt0167260"
nm0004212,Peter F. Kurland,"tt0358273,tt0477348,tt0119654,tt1403865"
nm0004213,Cliff Latimer,"tt0113277,tt0115857,tt0119177,tt0316732"
nm0004214,Bey Logan,"tt4327752,tt0288045,tt8180932,tt0865556"
nm0004215,Mark Lombardo,"tt0275979,tt2058673,tt0280665,tt1529233"
nm0004216,Gerard McCann,"tt2431286,tt1790885,tt1201607,tt1707386"
nm0004217,André Øvredal,"tt4583446,tt3289956,tt5715066,tt1740707"
nm0004218,Péter Palátsik,"tt0454814,tt0388136,tt0245893,tt0197676"
nm0004219,Klaus Peintner,"tt0245686,tt0120753,tt0185431,tt0205000"
nm0004220,Doug Pope,"tt0332255,tt0243145"
nm0004221,Will Ralston,"tt1279972,tt4998350,tt0306414,tt9308346"
nm0004222,Hansl Schulder,tt0145649
nm0004223,Philip Sgriccia,"tt0092402,tt1190634,tt0106057,tt0460681"
nm0004224,Anne Sirois,"tt0271543,tt0885761,tt1756750,tt1588173"
nm0004225,Eduardo Soto-Falcon,"tt0403830,tt0945533,tt1981685,tt0241798"
nm0004226,David B. Thompson,"tt1567215,tt0285331,tt1114706,tt1517121"
nm0004227,Dick Ziker,"tt0090180,tt0095016,tt0070909,tt0284490"
nm0004228,Elmo Weber,"tt2479478,tt9619798,tt2106651,tt0842926"
nm0004229,Adam Greenberg,"tt0099653,tt0088247,tt0120184,tt0103064"
nm0004230,Frank Loesser,"tt0041687,tt0045325,tt0094737,tt0348150"
nm0004231,Kenny Davis,"tt0087363,tt0077031,tt1810683,tt0426371"
nm0004232,Erik Svane,"tt0180837,tt0472604,tt0137546,tt0161203"
nm0004233,Nick Gillard,"tt0113492,tt0121766,tt0102798,tt0493464"
nm0004234,Alfonso Gomez-Rejon,"tt1024648,tt1844624,tt2582496,tt0473705"
nm0004235,James William Newport,"tt0286486,tt0814022,tt0101452,tt3522806"
nm0004236,Ângelo Antônio,"tt1234559,tt0142045,tt0439547,tt2390460"
nm0004237,Ângelo Antônio,"tt0200884,tt0200542,tt0139077,tt0201599"
nm0004238,Cindy Geppi,"tt0099073,tt0099329,tt0094155"
nm0004239,Meg Thalken,"tt10623646,tt0095889,tt0120873,tt0108757"
nm0004240,Tom Scorza,"tt11769434,tt0157871"
nm0004241,Donald E. Thorin,"tt0097770,tt0091129,tt0098439,tt0083190"
nm0004242,Fidel Castro,"tt3967500,tt0827190,tt2088683,tt1098200"
nm0004243,Eric Mises-Rosenfeld,"tt0758730,tt0267804,tt0329691,tt0119707"
nm0004244,Jacques Tati,"tt0050706,tt0062136,tt0046487,tt0040497"
nm0004245,Carla S. Nemec,"tt2209764,tt2935510,tt0120053,tt0948470"
nm0004246,Pamela Scott Arnold,"tt0194624,tt4210994,tt1597089,tt3495774"
nm0004247,Bob Sarles,"tt0124010,tt5432624,tt0103520,tt3264110"
nm0004248,Georges Corraface,"tt0116225,tt0378897,tt0097810,tt0110785"
nm0004249,Curtis Choy,"tt0406763,tt0468963,tt0124514,tt0406729"
nm0004250,Quentin Lee,"tt13609178,tt6342012,tt1024770,tt14016562"
nm0004251,Sharon Smith Holley,"tt1025100,tt0437086,tt1409024,tt0268695"
nm0004252,Thomas Duval,"tt0465494,tt0364970,tt0118583,tt1034032"
nm0004253,Marc Pollon,"tt5987254,tt1405406,tt1606180,tt6045840"
nm0004254,Edward Terry,"tt0092843,tt0080527,tt0100079"
nm0004255,Laura Marolakos,"tt0343135,tt0278488,tt0209144,tt0119891"
nm0004256,Suzan Derkson,"tt0306047,tt2626350,tt0175142,tt14637386"
nm0004257,James R. Bagdonas,"tt0086734,tt0108724,tt0283111,tt1442437"
nm0004258,Pino Ammendola,"tt2869788,tt7144978,tt0491611,tt0103873"
nm0004259,André Kaminski,"tt0806910,tt0366767,tt2133298,tt0239450"
nm0004260,Pamela Bowman,"tt0085031,tt0086501,tt0086494,tt0083131"
nm0004262,Lynn Marie Latham,"tt0101121,tt0106127,tt0069658,tt0078638"
nm0004263,Lynne Latham,"tt0082474,tt0075485,tt0081777,tt0084273"
nm0004264,Jude Herrera,"tt0243222,tt0255653,tt0127020,tt0120689"
nm0004265,Maria Herrera,"tt0150377,tt0289791,tt0837563,tt4733624"
nm0004266,Anne Hathaway,"tt1084950,tt0758752,tt1345836,tt1707386"
nm0004267,Xavier Grobet,"tt0247196,tt1121977,tt2381941,tt0457510"
nm0004268,Mark Allen,"tt0313542,tt2261227,tt0475784,tt0285333"
nm0004269,Oliver Driscoll,"tt1524137,tt3371366,tt0364970,tt0816711"
nm0004270,Fabiomassimo Dell'Orco,"tt0106582,tt0119013,tt6723592,tt3778644"
nm0004271,Paul Curtis,"tt8649384,tt15129960,tt0120738,tt2716482"
nm0004272,Paul Hipp,"tt0104714,tt0103759,tt0119668,tt0119094"
nm0004273,Joel Kramer,"tt0079945,tt2820852,tt0093260,tt0096256"
nm0004274,Martijn Veltman,"tt0463985,tt2771372,tt0413300,tt0331610"
nm0004275,Steven Wren,"tt0084867,tt0116723,tt0109178,tt0238035"
nm0004276,Peter Menich,"tt0377062,tt0120738,tt0120053,tt0159273"
nm0004277,Adam Belanoff,"tt0092455,tt1936532,tt0115144,tt0458253"
nm0004278,Terry Chapman,"tt1951266,tt0796366,tt1440129,tt1951265"
nm0004279,Liz Radley,"tt0111280,tt0106977,tt0117731,tt0119654"
nm0004280,Chris Blackwood,"tt0120902,tt0120157,tt0301470,tt0163025"
nm0004281,Stephen Butcher,"tt1382578,tt0086699,tt0074035,tt0053494"
nm0004282,Anne Francis,"tt0059678,tt0047849,tt0049223,tt0058814"
nm0004283,Sharon Farber,"tt4177080,tt0069658,tt15119486,tt0256394"
nm0004284,Cristine Rose,"tt0364845,tt0813715,tt0092455,tt0207201"
nm0004285,Oak O'Connor,"tt0448156,tt0115674,tt0159922,tt0183280"
nm0004286,Clifton Collins Jr.,"tt0181865,tt0765010,tt0796366,tt0379725"
nm0004287,Alex Thomson,"tt0116477,tt0120053,tt0089469,tt0082348"
nm0004288,Jeff Lass,"tt0106644,tt2066176,tt0099422,tt0109987"
nm0004289,Bryan Handy,"tt1710621,tt0412253,tt0203078,tt1400511"
nm0004290,Margaret Booth,"tt0077321,tt0083564,tt0074937,tt0026752"
nm0004291,Nargis,"tt0050188,tt0040067,tt0041161,tt0156923"
nm0004292,Raj Kapoor,"tt0152139,tt0066070,tt0084532,tt0058547"
nm0004293,Matt Bellner,"tt0118484,tt0058796,tt0108778,tt1548544"
nm0004294,Nadia Bjorlin,"tt14550714,tt1695746,tt0058796,tt0780595"
nm0004295,Michael Stearns,"tt0069768,tt0063928,tt0154029,tt0078767"
nm0004296,Tamara Torres,"tt0987915,tt0230030,tt0376720,tt0230838"
nm0004297,Tamara Torres,tt0106257
nm0004298,David T. Anderson,"tt0110620,tt0181984"
nm0004299,Jason Board,"tt0446029,tt0211443,tt0467197,tt0800080"
nm0004300,Buddy Bregman,"tt0425413,tt0245633,tt0245675,tt0086425"
nm0004301,Alexandra Adi,"tt0155776,tt0163651,tt0118887,tt0116168"
nm0004302,Ken Kelsch,"tt0103759,tt0899128,tt0116378,tt0068833"
nm0004303,Gavin Hood,"tt0178860,tt2057392,tt0468565,tt5431890"
nm0004304,Jonathon E. Salzman,"tt0101410,tt0139654,tt0165854,tt0133952"
nm0004305,George Miller,"tt0067408,tt0084296,tt0076945,tt0100240"
nm0004306,George Miller,"tt0366548,tt0082694,tt0079501,tt1392190"
nm0004307,Shane Salerno,"tt3095356,tt1596753,tt9174536,tt0120591"
nm0004308,Dirk Ahner,"tt5521594,tt13803064,tt2171897,tt0221928"
nm0004309,Shirley Knight,"tt0119822,tt0056541,tt1114740,tt0456554"
nm0004310,Larry Fine,"tt0033312,tt0044007,tt0056579,tt0027529"
nm0004311,Danny B. Harvey,"tt1104052,tt0144814,tt0349710,tt12861508"
nm0004312,Richard Milward,"tt0166047,tt0120199,tt12749392,tt0252963"
nm0004313,John A. Aiello,"tt0117218,tt0115285,tt0115123,tt0098772"
nm0004314,Angie Luckey,"tt0295701,tt0106856,tt0311429,tt0098382"
nm0004315,Eric Le Roy,"tt0260192,tt0203579,tt0267103,tt0088462"
nm0004316,Philip Judd,"tt0099138,tt0084728,tt0101692,tt0095996"
nm0004317,Phil Judd,"tt0280490,tt0105488,tt0187636,tt0090555"
nm0004318,Michel Trouillard,"tt0112366,tt0095710,tt0089776,tt0091429"
nm0004319,Sarah Robinson,"tt2382320,tt3659388,tt4777008,tt2316204"
nm0004320,Karl Denham,"tt0112173,tt0298814,tt0443706,tt1104001"
nm0004321,Henning Lohner,"tt0460780,tt0277941,tt0377109,tt0383222"
nm0004322,Patrick Ramsay,"tt0374455,tt0364343,tt0357277,tt0758730"
nm0004323,Jean-Luc Dinsdale,"tt2193021,tt0118480,tt0457572,tt2302601"
nm0004324,Caroline Hutchings,"tt0247329,tt0293020,tt0072500,tt0218000"
nm0004325,Michiel Snijders,"tt4080760,tt4809396,tt0218670,tt0800164"
nm0004326,Asher Ettinger,"tt0178145,tt0106110,tt4720284,tt11996588"
nm0004327,Rachel Dixon,"tt0247656,tt0217007,tt0247435,tt0247395"
nm0004328,Lawrence R. Leritz,"tt6735740,tt7620960,tt1385826"
nm0004329,Brian Bowles,"tt1714915,tt1485796,tt2771200,tt0929632"
nm0004330,David Rawlins,"tt0078966,tt0087262,tt0090685,tt0092699"
nm0004331,Luke Freeborn,"tt1375666,tt0796366,tt3315342,tt1355644"
nm0004332,Robert B. Weide,"tt0435651,tt0264235,tt0364151,tt0175844"
nm0004333,John Lanza,"tt0112047,tt0795430,tt0185143,tt1183921"
nm0004334,Rekha,"tt0083248,tt0254481,tt0151206,tt0246729"
nm0004335,Hrithik Roshan,"tt1562872,tt7430722,tt0254481,tt7485048"
nm0004336,Tristan Oliver,"tt5104604,tt0432283,tt1623288,tt0312004"
nm0004338,David Potischman,"tt0194421,tt0167880,tt0205940"
nm0004339,Laura M. Grody,"tt0102343,tt0105226,tt0099180,tt0107302"
nm0004340,Brian Daly,"tt4848290,tt0134316"
nm0004341,Diane Kirman,"tt5843878,tt0130142,tt1303803,tt12356844"
nm0004342,Mitchell Rose,"tt3223544,tt0467464,tt0304413,tt0467410"
nm0004343,David S. Warner,"tt8663516,tt0758730,tt1964418,tt0822854"
nm0004344,Michael Barrett,"tt0373469,tt0247082,tt0308055,tt1637725"
nm0004345,Richard A. Roth,"tt0072608,tt0072431,tt0067803,tt0082869"
nm0004346,Richard A. Roth,tt0110724
nm0004347,Alain Goldman,"tt2398149,tt0450188,tt0364970,tt0228786"
nm0004348,Craig Haagensen,"tt6111574,tt2402927,tt0385887,tt0114746"
nm0004349,Kam Heskin,"tt0327643,tt0264464,tt0366920,tt0133152"
nm0004350,Nick Pearson,"tt0241303,tt0213149,tt0096895,tt0117060"
nm0004351,Valerie Mayhew,"tt0247097,tt0106179,tt0118509,tt0158552"
nm0004352,Elsa Saladin,"tt1780701,tt0387899,tt2325761,tt0467427"
nm0004353,Beatrice Pettovich,"tt0189998,tt0254199,tt0335119,tt0340096"
nm0004354,Caveh Zahedi,"tt0324369,tt0428649,tt13982842,tt0102319"
nm0004355,Roger Ashton-Griffiths,"tt0944947,tt0217505,tt0088846,tt4575576"
nm0004356,Lisa Jakub,"tt0107614,tt0116629,tt0107529,tt0203523"
nm0004357,Michael Roberds,"tt0319343,tt1122836,tt0239948,tt1231587"
nm0004358,Terry Odem,"tt0109830,tt0104694,tt0108160,tt0117887"
nm0004359,Donald Vetick,"tt0099128,tt0096875,tt0489281,tt0102453"
nm0004360,Attila Szalay,"tt1489428,tt1453159,tt5071412,tt2406376"
nm0004361,Roger Guyett,"tt2527338,tt0796366,tt2488496,tt1677720"
nm0004362,Roshan,"tt0057555,tt0350028,tt0044360,tt0176313"
nm0004363,Rakesh Roshan,"tt0234000,tt0432637,tt0254481,tt1029231"
nm0004364,Merle Bertrand,"tt0367995,tt0111361,tt0296745,tt0109363"
nm0004365,Fred Williamson,"tt0066026,tt0116367,tt0072725,tt0335438"
nm0004366,Tom Wolfe,"tt0086197,tt15845610,tt1049951,tt0099165"
nm0004367,Antonio L. Ballesteros,"tt0045713,tt0069015,tt0054422,tt0047379"
nm0004368,Stanley Myers,"tt0093776,tt0418763,tt0077416,tt0100944"
nm0004369,Robert Lyon Rasner,"tt3120280,tt0435770,tt0408524,tt0240732"
nm0004370,Ron Petruccione,"tt0120812,tt0379786,tt0120611,tt0118880"
nm0004371,Robert David Hall,"tt0118437,tt0247082,tt0120201,tt0120768"
nm0004372,Gary Graver,"tt0129510,tt0082004,tt0121549,tt0178845"
nm0004373,Martin Fischer,"tt0101458,tt0130827,tt1972571,tt0101606"
nm0004374,Bruce Woloshyn,"tt0306841,tt0374455,tt1234721,tt0118480"
nm0004375,John Dykstra,"tt0076759,tt0145487,tt0079945,tt0316654"
nm0004376,Franka Potente,"tt0258463,tt0372183,tt0130827,tt0203632"
nm0004377,Heather Scobie,"tt1763327,tt0177971,tt1221355,tt0155425"
nm0004378,Jim McConnell,"tt0109303,tt0118688,tt0102685,tt0118615"
nm0004379,Pierpaolo Tiano,"tt1235543,tt1301309,tt1319736,tt0234137"
nm0004380,Antoine de Caunes,"tt0235606,tt0774756,tt0119307,tt2313389"
nm0004381,Emma de Caunes,"tt0453451,tt0354899,tt0120405,tt0401383"
nm0004382,Jean-Jacques Vanier,"tt0111342,tt0105132,tt0115070,tt3223302"
nm0004383,Michael Kamen,"tt0102798,tt0112883,tt0120903,tt0093409"
nm0004384,Wojciech Kilar,"tt0142688,tt0103874,tt0498399,tt0253474"
nm0004385,Michael Broomberg,"tt4633694,tt0409459,tt0407304,tt1190080"
nm0004386,Jerome R. Vitucci,"tt0117665,tt0117247,tt0119822,tt0259711"
nm0004387,Helmi Sirkiä,"tt0247109,tt0249597,tt0249709,tt0249289"
nm0004388,Michael Selditch,"tt1229250,tt0358332,tt9139238,tt2498968"
nm0004389,Jason Kaplan,"tt0243655,tt0180093,tt0138493,tt0218188"
nm0004390,Teri Kennedy,"tt0119819,tt7620590,tt0239195,tt0373395"
nm0004391,Chris Dowell,"tt1877832,tt6565702,tt5013056,tt0120903"
nm0004392,Charles Blackman,"tt0053810,tt0058968,tt0063811,tt0064895"
nm0004393,David J. Barker,"tt0822847,tt0418279,tt0399201,tt0453467"
nm0004394,Mark Kadlec,"tt0186454,tt0197072,tt0207100,tt0256856"
nm0004395,Adam Scott,"tt3850590,tt0838283,tt1720616,tt0359950"
nm0004396,Steven E. Hoffman,"tt0160289,tt0249082"
nm0004397,Frank Walsh,"tt1375666,tt1186830,tt1587310,tt0462335"
nm0004398,Rodney Glenn,"tt0081633,tt0372784,tt0088846,tt0074851"
nm0004399,William F. Reynolds,"tt0098273,tt0475276,tt2053463,tt0450232"
nm0004400,John Curcio,"tt0084237,tt2816232,tt0068588,tt0090520"
nm0004401,Steven M. Stern,"tt3315342,tt0117500,tt1431045,tt2267998"
nm0004402,Dan Wool,"tt0091954,tt0118174,tt0118426,tt0167454"
nm0004403,Paula P-Orridge,"tt12856970,tt0183015"
nm0004404,Jerry D. O'Donnell,"tt3322312,tt4158110,tt4270492,tt7817340"
nm0004405,Jerry O'Donnell,"tt6473344,tt3502248,tt2660806,tt0804503"
nm0004406,Curtis Smith,"tt0800369,tt0409847,tt1037705,tt1767354"
nm0004407,Curtis Smith,"tt0790712,tt4385888,tt9606374,tt5304992"
nm0004408,Carrie Urzua,"tt0220734,tt0208104,tt0217894,tt0168589"
nm0004409,Kathy Wittes,"tt1336617,tt0192110,tt1720621,tt1582382"
nm0004410,Mark Neveldine,"tt0479884,tt0964539,tt1034032,tt1121931"
nm0004411,Jonathan Levit,"tt7585146,tt1441135,tt1670345,tt0790628"
nm0004412,Ed Solomon,"tt0304328,tt0119654,tt0096928,tt3110958"
nm0004413,Brian Hamill,"tt0120184,tt0117665,tt0118971,tt0094737"
nm0004414,Paul Barge,"tt0043386,tt0031818,tt0051624,tt0041800"
nm0004415,Louis Irving,"tt0113875,tt0426741,tt0117331,tt0089530"
nm0004416,S.P. Balasubrahmanyam,"tt0100095,tt0109117,tt1305797,tt0082314"
nm0004417,N.T. Rama Rao,"tt0259579,tt0254764,tt0259261,tt0259576"
nm0004418,Kajol,"tt1188996,tt0248126,tt0439662,tt0172684"
nm0004419,Edida Nageshwara Rao,"tt0086231,tt0090109,tt0079889,tt0156059"
nm0004420,Larry Adlon,"tt3183660,tt0144120,tt0115168,tt0418819"
nm0004421,Rich Robinson,"tt1389137,tt0117247,tt1931533,tt0424345"
nm0004422,Rich Robinson,"tt0450348,tt0447778,tt0109227,tt0407383"
nm0004423,Gerry Robert Byrne,"tt0388795,tt6866266,tt1327773,tt0217505"
nm0004424,Brian Gunter,"tt0838232,tt0107978,tt0482606,tt0878804"
nm0004425,Beau Holden,"tt0319262,tt6966692,tt1095217,tt0232500"
nm0004426,Mike McGowan,"tt8184568,tt6511932,tt7165804,tt5649144"
nm0004427,Philip Wilson,"tt0107302,tt0210945,tt0138097,tt0104691"
nm0004428,Jeff Rafner,"tt0413573,tt0101921,tt0118715,tt4428122"
nm0004429,Dharmendra,"tt0070935,tt0099652,tt0233147,tt0073707"
nm0004430,Karan Kapoor,"tt0086992,tt0153545,tt0088335,tt0359614"
nm0004431,Kunal Kapoor,"tt0119132,tt0086711,tt0101283,tt1188982"
nm0004432,Prithviraj Kapoor,"tt0252677,tt0028626,tt0158464,tt0054098"
nm0004433,Shammi Kapoor,"tt0231226,tt0084866,tt0056379,tt0147925"
nm0004434,Shashi Kapoor,"tt0080982,tt0072860,tt0077783,tt0101283"
nm0004435,Rajesh Khanna,"tt0150251,tt0066763,tt0154749,tt0068257"
nm0004436,Rajesh Roshan,"tt0234000,tt0254481,tt5460276,tt0113526"
nm0004437,Sridevi,"tt5690142,tt2181931,tt0091601,tt0097045"
nm0004438,Mia Farrell,"tt0373024,tt0338097,tt0169376,tt0101891"
nm0004439,Elio Quiroga,"tt0484273,tt4168132,tt0116346,tt8343828"
nm0004440,Martin Sharpe,"tt0098913,tt0468431,tt0076987,tt0115113"
nm0004441,Larry Ruppel,"tt7160070,tt2241351,tt0099472,tt0365907"
nm0004442,Evan Green-Hughes,"tt0280788,tt0436697,tt0445922,tt0366777"
nm0004443,Fiachra Trench,"tt0095016,tt0213149,tt0236784,tt4139588"
nm0004444,Askia Won-Ling Jacob,"tt0489099,tt4154664,tt2802144,tt0775440"
nm0004445,Dan Sharp,"tt1517260,tt0120201,tt0399201,tt0120591"
nm0004446,Bernard Weiser,"tt0362227,tt1190080,tt0413300,tt0316654"
nm0004447,Peter Lhotka,"tt0486051,tt0112023,tt0862856,tt0121200"
nm0004448,Joel Hladecek,"tt0102975,tt0107120,tt0113243,tt0102798"
nm0004449,Felix Werner,"tt2089624,tt0109758,tt0119558,tt0443496"
nm0004450,Sebastian DeVicente,"tt0450294,tt0246498,tt0235333,tt0250100"
nm0004451,Thorsten Schmidt,"tt0192576,tt5506088,tt2286220,tt0209282"
nm0004452,Csaba Erös,"tt0192533,tt0297181,tt0373981,tt2106651"
nm0004453,Arthur Cohn,"tt5459382,tt0140888,tt0291003,tt0372824"
nm0004454,Jean Boyer,"tt0147863,tt0154301,tt0241303,tt0250999"
nm0004455,Greg Kozikowski,"tt0103855,tt0114614,tt0111438,tt0120844"
nm0004456,Clare Kramer,"tt0119360,tt0204946,tt0292644,tt0337953"
nm0004457,Dirk Piepenbring,"tt0169272,tt0473587,tt0109000,tt0118529"
nm0004458,Peter Heller,"tt0116565,tt0115624,tt0284135,tt0119988"
nm0004459,Rachel Kennedy,"tt0215719,tt0882822,tt0108780"
nm0004460,Rachel Davey,"tt0112431,tt0118266,tt0120623,tt0120363"
nm0004461,George Verschoor,"tt14691382,tt0388595,tt0103520,tt0357388"
nm0004462,Jean-Louis Trintignant,"tt1602620,tt0065571,tt0065234,tt0111495"
nm0004463,Akkineni Nageshwara Rao,"tt0253667,tt0256719,tt0251834,tt0259392"
nm0004464,Heinz Rühmann,"tt0049293,tt0053047,tt0053674,tt0060654"
nm0004465,Sailaja S.P.,"tt1601224,tt0086231,tt0249818,tt0187188"
nm0004466,E.V.V. Satyanarayana,"tt0250180,tt1606217,tt0282554,tt0245704"
nm0004467,Kaikala Satyanarayana,"tt0263623,tt0259261,tt0156082,tt0265799"
nm0004468,J.V. Somayajulu,"tt0252196,tt0156135,tt11576150,tt0079889"
nm0004469,Kota Srinivasa Rao,"tt1756476,tt0266727,tt0432047,tt0471571"
nm0004470,Veerendranath Yandamoori,"tt0246255,tt0246008,tt0245995,tt17250160"
nm0004471,Subhalekha Sudhakar,"tt6485666,tt0264415,tt7838252,tt6836936"
nm0004472,Nuthan Prasad,"tt0246313,tt0245995,tt2971464,tt0245998"
nm0004473,Potti Prasad,"tt0086231,tt0249985,tt0249561,tt0155855"
nm0004474,Margaret Mitchell,"tt0093894,tt0113845,tt0107048,tt0086190"
nm0004475,Mitch Engel,"tt2708480,tt1567254,tt2149175,tt4254242"
nm0004476,Jennifer Lyne,"tt1292566,tt4682786,tt0250081,tt0475328"
nm0004477,Vic Goss,"tt0068673,tt0110991,tt0102057,tt0129727"
nm0004478,Victor Goss,"tt0319970,tt0094582,tt2940766,tt1522841"
nm0004479,K.V. Mahadevan,"tt0317056,tt0079889,tt0257362,tt0192198"
nm0004480,Joe Milazzo,"tt0102395,tt0255272,tt0098073,tt0100003"
nm0004481,Cheryl Ann Nick,"tt0284490,tt0160127,tt0145660,tt0107659"
nm0004482,Tracy McKnight,"tt1091722,tt1392170,tt1620680,tt1951264"
nm0004483,Bethany Scott,"tt0231781,tt0264606,tt0205526,tt0116508"
nm0004484,Johannes Weuthen,"tt0295224,tt0130827,tt0245891,tt0362993"
nm0004485,Kevin Mendonca,"tt1877010,tt0252225,tt0120202,tt0206771"
nm0004486,Bruno Ganz,"tt4003440,tt0363163,tt0093191,tt0075675"
nm0004487,Juhi Chawla,"tt2980648,tt0095936,tt0109555,tt0338490"
nm0004488,Rick King,"tt0102685,tt2058673,tt0092475,tt0091170"
nm0004489,Fiona Jackson,"tt3837236,tt3228826,tt1405794,tt0120889"
nm0004490,Simon de La Brosse,"tt0101364,tt0101359,tt0090563,tt0086087"
nm0004491,Amanda Kravat,"tt0116606,tt0153866,tt0119709,tt0134630"
nm0004492,Gordon Lightfoot,"tt9683478,tt11271038,tt8946378,tt0758794"
nm0004493,Ana Vaz da Silva,"tt0084824,tt0083904,tt0105924,tt0098396"
nm0004494,Michael Swiney,"tt0144214,tt0240900,tt0118437,tt1608230"
nm0004495,Steve Sessions,"tt5442436,tt7657024,tt2623762,tt1820664"
nm0004496,Van Johnson,"tt0041163,tt0041507,tt0046807,tt0046816"
nm0004497,Greg De Belles,"tt0198021,tt0308152,tt0097670,tt0097028"
nm0004498,Ron Hannah,tt0186221
nm0004499,David Reynolds,"tt13610562,tt0493464,tt0425061,tt8521876"
nm0004500,Geary McLeod,"tt0093409,tt0113845,tt0122718,tt0097733"
nm0004501,Jirí Svoboda,"tt0090028,tt3037036,tt0230994,tt0232600"
nm0004502,Gregory M. Edgar,"tt2209764,tt5095030,tt1046173,tt1502712"
nm0004503,Dietmar Fischer,"tt0806910,tt7964852,tt1020516,tt8883700"
nm0004504,Michael Heinkel,"tt0084403,tt0250611,tt0088060,tt0145531"
nm0004505,Gina Nuccio,"tt0160495,tt0228711,tt0948745,tt0163764"
nm0004506,Patrick Allombert,"tt0187200,tt0300594,tt0377080,tt0219369"
nm0004507,Isidor Torkar,"tt1733785,tt0115282,tt0907702,tt0108873"
nm0004508,Red Murphy,"tt0289879,tt0285531,tt0499556,tt0450314"
nm0004509,Patricia Chica,"tt3349540,tt4245368,tt13535874,tt5021594"
nm0004510,Kathleen Tonkin,"tt0264395,tt0281358,tt0108255,tt0315733"
nm0004511,Timothy Kiley,"tt14140550,tt0120684,tt0120051,tt14135146"
nm0004512,Richard Bullock,"tt1131750,tt0366348,tt2618986,tt0237572"
nm0004513,Adam Doench,"tt0119802,tt0286197,tt2420746,tt0288936"
nm0004514,Terry Maher,"tt0064734,tt0054897,tt0059387,tt0059495"
nm0004515,Yakov Tolchan,"tt0250679,tt0179977,tt0018173,tt0234768"
nm0004516,Ross Adams,"tt0463854,tt0119081,tt0120797,tt0093428"
nm0004517,Jason Alexander,"tt0106598,tt0098904,tt0116583,tt0100405"
